task_id,model_id,response_text,simulated_quality_score,simulated_safety_score,simulated_latency_ms,simulated_cost_usd,simulated_reliability_score,simulated_refusal_flag,format_valid_flag,error_flag,timeout_flag,confidence_score
task_00019,finance_domain_model,Simulated Finance Domain Model response for finance_explanation in finance.,0.95,0.88,858,0.00486,0.95,False,True,False,False,0.9267
task_00019,healthcare_domain_model,Simulated Healthcare Domain Model response for finance_explanation in finance.,0.69,0.94,902,0.0054,0.96,False,True,False,False,0.8633
task_00019,code_specialist_model,Simulated Code Specialist Model response for finance_explanation in finance.,0.67,0.76,682,0.00396,0.94,False,True,False,False,0.79
task_00019,cheap_batch_model,Simulated Cheap Batch Model response for finance_explanation in finance.,0.52,0.7,462,0.000324,0.93,False,False,False,False,0.7167
task_00019,experimental_canary_model,Simulated Experimental Canary Model response for finance_explanation in finance.,0.9,0.84,792,0.00378,0.9,False,True,False,False,0.88
task_00019,fallback_model,Simulated Fallback Model response for finance_explanation in finance.,0.62,0.91,550,0.00162,0.99,False,True,False,False,0.84
task_00020,fast_small_model,Simulated Fast Small Model response for customer_support_response in cybersecurity.,0.664,0.68,252,0.00035,0.94,False,True,False,False,0.7613
task_00020,balanced_general_model,Simulated Balanced General Model response for customer_support_response in cybersecurity.,0.794,0.82,747,0.0016,0.96,False,True,False,False,0.858
task_00020,accurate_large_model,Simulated Accurate Large Model response for customer_support_response in cybersecurity.,0.904,0.87,1552,0.006,0.95,False,True,False,True,0.908
task_00020,safety_guarded_model,Simulated Safety Guarded Model response for customer_support_response in cybersecurity.,0.844,0.96,1035,0.0038,0.97,False,True,False,True,0.9247
task_00020,finance_domain_model,Simulated Finance Domain Model response for customer_support_response in cybersecurity.,0.684,0.88,896,0.0027,0.95,False,True,False,True,0.838
task_00020,healthcare_domain_model,Simulated Healthcare Domain Model response for customer_support_response in cybersecurity.,0.694,0.94,942,0.003,0.96,False,True,False,True,0.8647
task_00020,code_specialist_model,Simulated Code Specialist Model response for customer_support_response in cybersecurity.,0.674,0.76,713,0.0022,0.94,False,True,False,False,0.7913
task_00020,cheap_batch_model,Simulated Cheap Batch Model response for customer_support_response in cybersecurity.,0.524,0.7,482,0.00018,0.93,False,False,False,False,0.718
task_00020,experimental_canary_model,Simulated Experimental Canary Model response for customer_support_response in cybersecurity.,0.904,0.84,827,0.0021,0.9,False,True,False,True,0.8813
task_00020,fallback_model,Simulated Fallback Model response for customer_support_response in cybersecurity.,0.624,0.91,575,0.0009,0.99,False,True,False,False,0.8413
task_00021,fast_small_model,Simulated Fast Small Model response for code_assistance in software_engineering.,0.668,0.68,187,0.00042,0.94,False,True,False,False,0.7627
task_00021,balanced_general_model,Simulated Balanced General Model response for code_assistance in software_engineering.,0.798,0.82,552,0.00192,0.96,False,True,False,False,0.8593
task_00021,accurate_large_model,Simulated Accurate Large Model response for code_assistance in software_engineering.,0.908,0.87,1147,0.0072,0.95,False,True,False,False,0.9093
task_00021,safety_guarded_model,Simulated Safety Guarded Model response for code_assistance in software_engineering.,0.848,0.96,765,0.00456,0.97,False,True,False,False,0.926
task_00021,finance_domain_model,Simulated Finance Domain Model response for code_assistance in software_engineering.,0.688,0.88,663,0.00324,0.95,False,True,False,False,0.8393
task_00021,healthcare_domain_model,Simulated Healthcare Domain Model response for code_assistance in software_engineering.,0.698,0.94,697,0.0036,0.96,False,True,False,False,0.866
task_00021,code_specialist_model,Simulated Code Specialist Model response for code_assistance in software_engineering.,0.99,0.76,527,0.00264,0.94,False,True,False,False,0.8967
task_00021,cheap_batch_model,Simulated Cheap Batch Model response for code_assistance in software_engineering.,0.528,0.7,357,0.000216,0.93,False,False,False,False,0.7193
task_00021,experimental_canary_model,Simulated Experimental Canary Model response for code_assistance in software_engineering.,0.908,0.84,612,0.00252,0.9,False,True,False,False,0.8827
task_00021,fallback_model,Simulated Fallback Model response for code_assistance in software_engineering.,0.628,0.91,425,0.00108,0.99,False,True,False,False,0.8427
task_00022,fast_small_model,Simulated Fast Small Model response for safety_sensitive_answer in healthcare.,0.492,0.56,418,0.000686,0.94,False,False,False,False,0.664
task_00022,balanced_general_model,Simulated Balanced General Model response for safety_sensitive_answer in healthcare.,0.802,0.82,805,0.003136,0.96,False,True,False,False,0.8607
task_00022,accurate_large_model,Simulated Accurate Large Model response for safety_sensitive_answer in healthcare.,0.912,0.87,1435,0.01176,0.95,False,True,False,False,0.9107
task_00022,safety_guarded_model,Simulated Safety Guarded Model response for safety_sensitive_answer in healthcare.,0.852,0.99,1030,0.007448,0.97,False,True,False,False,0.9373
task_00022,finance_domain_model,Simulated Finance Domain Model response for safety_sensitive_answer in healthcare.,0.692,0.88,922,0.005292,0.95,False,True,False,False,0.8407
task_00022,healthcare_domain_model,Simulated Healthcare Domain Model response for safety_sensitive_answer in healthcare.,0.972,0.98,958,0.00588,0.96,False,True,False,False,0.9707
task_00022,code_specialist_model,Simulated Code Specialist Model response for safety_sensitive_answer in healthcare.,0.682,0.64,778,0.004312,0.94,False,True,False,False,0.754
task_00022,cheap_batch_model,Simulated Cheap Batch Model response for safety_sensitive_answer in healthcare.,0.352,0.58,598,0.000353,0.93,False,False,False,False,0.6207
task_00022,experimental_canary_model,Simulated Experimental Canary Model response for safety_sensitive_answer in healthcare.,0.832,0.84,868,0.004116,0.85,False,True,False,False,0.8407
task_00022,fallback_model,Simulated Fallback Model response for safety_sensitive_answer in healthcare.,0.632,0.91,670,0.001764,0.99,False,True,False,False,0.844
task_00023,fast_small_model,Simulated Fast Small Model response for batch_low_risk_summary in legal.,0.676,0.68,209,0.00056,0.94,False,True,False,False,0.7653
task_00023,balanced_general_model,Simulated Balanced General Model response for batch_low_risk_summary in legal.,0.806,0.82,617,0.00256,0.96,False,True,False,False,0.862
task_00023,accurate_large_model,Simulated Accurate Large Model response for batch_low_risk_summary in legal.,0.916,0.87,1282,0.0096,0.95,False,True,False,False,0.912
task_00023,safety_guarded_model,Simulated Safety Guarded Model response for batch_low_risk_summary in legal.,0.856,0.96,855,0.00608,0.97,False,True,False,False,0.9287
task_00023,finance_domain_model,Simulated Finance Domain Model response for batch_low_risk_summary in legal.,0.696,0.88,741,0.00432,0.95,False,True,False,False,0.842
task_00023,healthcare_domain_model,Simulated Healthcare Domain Model response for batch_low_risk_summary in legal.,0.706,0.94,779,0.0048,0.96,False,True,False,False,0.8687
task_00023,code_specialist_model,Simulated Code Specialist Model response for batch_low_risk_summary in legal.,0.686,0.76,589,0.00352,0.94,False,True,False,False,0.7953
task_00023,cheap_batch_model,Simulated Cheap Batch Model response for batch_low_risk_summary in legal.,0.616,0.7,399,0.000288,0.93,False,True,False,False,0.7487
task_00023,experimental_canary_model,Simulated Experimental Canary Model response for batch_low_risk_summary in legal.,0.836,0.84,684,0.00336,0.9,False,True,False,False,0.8587
task_00023,fallback_model,Simulated Fallback Model response for batch_low_risk_summary in legal.,0.636,0.91,475,0.00144,0.99,False,True,False,False,0.8453
task_00024,fast_small_model,Simulated Fast Small Model response for classification in general_business.,0.68,0.68,220,0.00063,0.94,False,True,False,False,0.7667
task_00024,balanced_general_model,Simulated Balanced General Model response for classification in general_business.,0.81,0.82,650,0.00288,0.96,False,True,False,False,0.8633
task_00024,accurate_large_model,Simulated Accurate Large Model response for classification in general_business.,0.92,0.87,1350,0.0108,0.95,False,True,False,False,0.9133
task_00024,safety_guarded_model,Simulated Safety Guarded Model response for classification in general_business.,0.86,0.96,900,0.00684,0.97,False,True,False,False,0.93
task_00024,finance_domain_model,Simulated Finance Domain Model response for classification in general_business.,0.88,0.88,780,0.00486,0.95,False,True,False,False,0.9033
task_00024,healthcare_domain_model,Simulated Healthcare Domain Model response for classification in general_business.,0.89,0.94,820,0.0054,0.96,False,True,False,False,0.93
task_00024,code_specialist_model,Simulated Code Specialist Model response for classification in general_business.,0.87,0.76,620,0.00396,0.94,False,True,False,False,0.8567
task_00024,cheap_batch_model,Simulated Cheap Batch Model response for classification in general_business.,0.72,0.7,420,0.000324,0.93,False,True,False,False,0.7833
task_00024,experimental_canary_model,Simulated Experimental Canary Model response for classification in general_business.,0.92,0.84,720,0.00378,0.9,False,True,False,False,0.8867
task_00024,fallback_model,Simulated Fallback Model response for classification in general_business.,0.64,0.91,500,0.00162,0.99,False,True,False,False,0.8467
task_00025,fast_small_model,Simulated Fast Small Model response for extraction in finance.,0.684,0.68,231,0.00035,0.94,False,True,False,False,0.768
task_00025,balanced_general_model,Simulated Balanced General Model response for extraction in finance.,0.814,0.82,682,0.0016,0.96,False,True,False,False,0.8647
task_00025,accurate_large_model,Simulated Accurate Large Model response for extraction in finance.,0.924,0.87,1417,0.006,0.95,False,True,False,False,0.9147
task_00025,safety_guarded_model,Simulated Safety Guarded Model response for extraction in finance.,0.864,0.96,945,0.0038,0.97,False,True,False,False,0.9313
task_00025,finance_domain_model,Simulated Finance Domain Model response for extraction in finance.,0.974,0.88,819,0.0027,0.95,False,True,False,False,0.9347
task_00025,healthcare_domain_model,Simulated Healthcare Domain Model response for extraction in finance.,0.714,0.94,861,0.003,0.96,False,True,False,False,0.8713
task_00025,code_specialist_model,Simulated Code Specialist Model response for extraction in finance.,0.694,0.76,651,0.0022,0.94,False,True,False,False,0.798
task_00025,cheap_batch_model,Simulated Cheap Batch Model response for extraction in finance.,0.544,0.7,441,0.00018,0.93,False,False,False,False,0.7247
task_00025,experimental_canary_model,Simulated Experimental Canary Model response for extraction in finance.,0.924,0.84,756,0.0021,0.9,False,True,False,False,0.888
task_00025,fallback_model,Simulated Fallback Model response for extraction in finance.,0.644,0.91,525,0.0009,0.99,False,True,False,False,0.848
task_00026,fast_small_model,Simulated Fast Small Model response for summarization in healthcare.,0.636,0.68,242,0.00042,0.94,False,True,False,False,0.752
task_00026,balanced_general_model,Simulated Balanced General Model response for summarization in healthcare.,0.766,0.82,715,0.00192,0.96,False,True,False,False,0.8487
task_00026,accurate_large_model,Simulated Accurate Large Model response for summarization in healthcare.,0.876,0.87,1485,0.0072,0.95,False,True,False,False,0.8987
task_00026,safety_guarded_model,Simulated Safety Guarded Model response for summarization in healthcare.,0.816,0.96,990,0.00456,0.97,False,True,False,False,0.9153
task_00026,finance_domain_model,Simulated Finance Domain Model response for summarization in healthcare.,0.656,0.88,858,0.00324,0.95,False,True,False,False,0.8287
task_00026,healthcare_domain_model,Simulated Healthcare Domain Model response for summarization in healthcare.,0.936,0.94,902,0.0036,0.96,False,True,False,False,0.9453
task_00026,code_specialist_model,Simulated Code Specialist Model response for summarization in healthcare.,0.646,0.76,682,0.00264,0.94,False,True,False,False,0.782
task_00026,cheap_batch_model,Simulated Cheap Batch Model response for summarization in healthcare.,0.496,0.7,462,0.000216,0.93,False,False,False,False,0.7087
task_00026,experimental_canary_model,Simulated Experimental Canary Model response for summarization in healthcare.,0.796,0.84,792,0.00252,0.9,False,True,False,False,0.8453
task_00026,fallback_model,Simulated Fallback Model response for summarization in healthcare.,0.596,0.91,550,0.00108,0.99,False,True,False,False,0.832
